,precision,recall,f1-score,support
"
",0.0,0.0,0.0,0.0
"

",0.0,0.0,0.0,0.0
construction,0.0,0.0,0.0,0.0
consume,0.0,0.0,0.0,0.0
consumer,0.0,0.0,0.0,0.0
consumers,0.0,0.0,0.0,0.0
contact,0.0,0.0,0.0,0.0
contacted,0.0,0.0,0.0,0.0
contacting,0.0,0.0,0.0,0.0
contacts,0.0,0.0,0.0,0.0
contagious,0.0,0.0,0.0,0.0
contain,0.0,0.0,0.0,0.0
content,0.0,0.0,0.0,0.0
context,0.0,0.0,0.0,0.0
contexts,0.0,0.0,0.0,0.0
continue,0.0,0.0,0.0,0.0
continued,0.0,0.0,0.0,0.0
continues,0.0,0.0,0.0,0.0
continuous,0.0,0.0,0.0,0.0
continuously,0.0,0.0,0.0,0.0
contribute,0.0,0.0,0.0,0.0
contributed,0.0,0.0,0.0,0.0
contributes,0.0,0.0,0.0,0.0
contributing,0.0,0.0,0.0,0.0
contribution,0.0,0.0,0.0,0.0
contributions,0.0,0.0,0.0,0.0
contributor,0.0,0.0,0.0,0.0
contributors,0.0,0.0,0.0,0.0
control,0.0,0.0,0.0,0.0
controlled,0.0,0.0,0.0,0.0
convenience,0.0,0.0,0.0,0.0
convenient,0.0,0.0,0.0,0.0
conversation,0.0,0.0,0.0,0.0
conversations,0.0,0.0,0.0,0.0
convey,0.0,0.0,0.0,0.0
conveyed,0.0,0.0,0.0,0.0
cookbrad,0.0,0.0,0.0,0.0
cookcarol,0.0,0.0,0.0,0.0
cookchristina@yahoo.com,0.0,0.0,0.0,0.0
cookcurtis,0.0,0.0,0.0,0.0
cookdavid@gmail.com,0.0,0.0,0.0,0.0
cookehunter,0.0,0.0,0.0,0.0
cookeshelly@gmail.com,0.0,0.0,0.0,0.0
cooking,0.0,0.0,0.0,0.0
cookjerry,0.0,0.0,0.0,0.0
cookmichael,0.0,0.0,0.0,0.0
cookmonica@yahoo.com,0.0,0.0,0.0,0.0
cooleyrobert,0.0,0.0,0.0,0.0
cooperdarren@gmail.com,0.0,0.0,0.0,0.0
cooperjohn@yahoo.com,0.0,0.0,0.0,0.0
coopermichael@yahoo.com,0.0,0.0,0.0,0.0
cooperstephanie,0.0,0.0,0.0,0.0
coopersteven@gmail.com,0.0,0.0,0.0,0.0
coordinate,0.0,0.0,0.0,0.0
coordinates,0.0,0.0,0.0,0.0
coordinating,0.0,0.0,0.0,0.0
coordination,0.0,0.0,0.0,0.0
copelandgary@yahoo.com,0.0,0.0,0.0,0.0
cordovavanessa,0.0,0.0,0.0,0.0
core,0.0,0.0,0.0,0.0
corner,0.0,0.0,0.0,0.0
corners,0.0,0.0,0.0,0.0
cornerstone,0.0,0.0,0.0,0.0
corporations,0.0,0.0,0.0,0.0
correct,0.0,0.0,0.0,0.0
correctly,0.0,0.0,0.0,0.0
correspond,0.0,0.0,0.0,0.0
correspondence,0.0,0.0,0.0,0.0
corresponding,0.0,0.0,0.0,0.0
cory70,0.0,0.0,0.0,0.0
corymarshall@hotmail.com,0.0,0.0,0.0,0.0
could,0.0,0.0,0.0,0.0
countless,0.0,0.0,0.0,0.0
countries,0.0,0.0,0.0,0.0
country,0.0,0.0,0.0,0.0
couple,0.0,0.0,0.0,0.0
coupled,0.0,0.0,0.0,0.0
courage,0.0,0.0,0.0,0.0
course,0.0,0.0,0.0,0.0
courses,0.0,0.0,0.0,0.0
coursework,0.0,0.0,0.0,0.0
courtney37,0.0,0.0,0.0,0.0
courtney62@yahoo.com,0.0,0.0,0.0,0.0
courtney68@gmail.com,0.0,0.0,0.0,0.0
courtneyhiggins@gmail.com,0.0,0.0,0.0,0.0
courtneyhill,0.0,0.0,0.0,0.0
courtneyshepherd,0.0,0.0,0.0,0.0
covered,0.0,0.0,0.0,0.0
coxalexandra,0.0,0.0,0.0,0.0
coxryan,0.0,0.0,0.0,0.0
cozy,0.0,0.0,0.0,0.0
cpacheco@hotmail.com,0.0,0.0,0.0,0.0
cpeterson,0.0,0.0,0.0,0.0
cpeterson@yahoo.com,0.0,0.0,0.0,0.0
cpotter@hotmail.com,0.0,0.0,0.0,0.0
craft,0.0,0.0,0.0,0.0
crafted,0.0,0.0,0.0,0.0
craig68@gmail.com,0.0,0.0,0.0,0.0
craig79,0.0,0.0,0.0,0.0
craig82,0.0,0.0,0.0,0.0
craigbell,0.0,0.0,0.0,0.0
craigbilly@yahoo.com,0.0,0.0,0.0,0.0
craigjonathan@yahoo.com,0.0,0.0,0.0,0.0
craiglamb@hotmail.com,0.0,0.0,0.0,0.0
craiglee,0.0,0.0,0.0,0.0
craigleonard,0.0,0.0,0.0,0.0
craigmichael,0.0,0.0,0.0,0.0
craigmiranda@gmail.com,0.0,0.0,0.0,0.0
craigwilliams@hotmail.com,0.0,0.0,0.0,0.0
cranekenneth@yahoo.com,0.0,0.0,0.0,0.0
crawfordcatherine,0.0,0.0,0.0,0.0
crawforddavid@gmail.com,0.0,0.0,0.0,0.0
crawfordmallory@hotmail.com,0.0,0.0,0.0,0.0
crawfordsarah@gmail.com,0.0,0.0,0.0,0.0
create,0.0,0.0,0.0,0.0
created,0.0,0.0,0.0,0.0
creates,0.0,0.0,0.0,0.0
creating,0.0,0.0,0.0,0.0
creation,0.0,0.0,0.0,0.0
creations,0.0,0.0,0.0,0.0
creative,0.0,0.0,0.0,0.0
creatively,0.0,0.0,0.0,0.0
creativity,0.0,0.0,0.0,0.0
creator,0.0,0.0,0.0,0.0
creators,0.0,0.0,0.0,0.0
credential,0.0,0.0,0.0,0.0
credentials,0.0,0.0,0.0,0.0
credibility,0.0,0.0,0.0,0.0
credible,0.0,0.0,0.0,0.0
crichmond,0.0,0.0,0.0,0.0
critical,0.0,0.0,0.0,0.0
critically,0.0,0.0,0.0,0.0
crobinson@gmail.com,0.0,0.0,0.0,0.0
crosbynancy@yahoo.com,0.0,0.0,0.0,0.0
cross,0.0,0.0,0.0,0.0
crossrodney@yahoo.com,0.0,0.0,0.0,0.0
crowd,0.0,0.0,0.0,0.0
crowded,0.0,0.0,0.0,0.0
crucial,0.0,0.0,0.0,0.0
cruzchristine,0.0,0.0,0.0,0.0
cruzgary@hotmail.com,0.0,0.0,0.0,0.0
cruzgregory,0.0,0.0,0.0,0.0
cruzkenneth,0.0,0.0,0.0,0.0
cruzmatthew@yahoo.com,0.0,0.0,0.0,0.0
cruznicole,0.0,0.0,0.0,0.0
crystal79@hotmail.com,0.0,0.0,0.0,0.0
crystalburton@yahoo.com,0.0,0.0,0.0,0.0
crystalharris@hotmail.com,0.0,0.0,0.0,0.0
crystalhopkins,0.0,0.0,0.0,0.0
crystaljefferson@yahoo.com,0.0,0.0,0.0,0.0
crystalsolomon@yahoo.com,0.0,0.0,0.0,0.0
csavage@gmail.com,0.0,0.0,0.0,0.0
csilva,0.0,0.0,0.0,0.0
csmith,0.0,0.0,0.0,0.0
csmith@hotmail.com,0.0,0.0,0.0,0.0
ctodd,0.0,0.0,0.0,0.0
ctuner@yahoo.com,0.0,0.0,0.0,0.0
cuevasgary,0.0,0.0,0.0,0.0
culinary,0.0,0.0,0.0,0.0
culmination,0.0,0.0,0.0,0.0
cultivate,0.0,0.0,0.0,0.0
cultivated,0.0,0.0,0.0,0.0
cultivates,0.0,0.0,0.0,0.0
cultivation,0.0,0.0,0.0,0.0
cultural,0.0,0.0,0.0,0.0
culture,0.0,0.0,0.0,0.0
cultures,0.0,0.0,0.0,0.0
cunninghamlisa@hotmail.com,0.0,0.0,0.0,0.0
curate,0.0,0.0,0.0,0.0
curated,0.0,0.0,0.0,0.0
curating,0.0,0.0,0.0,0.0
curiosity,0.0,0.0,0.0,0.0
curious,0.0,0.0,0.0,0.0
current,0.0,0.0,0.0,0.0
currently,0.0,0.0,0.0,0.0
curriculum,0.0,0.0,0.0,0.0
curse,0.0,0.0,0.0,0.0
curtis41@gmail.com,0.0,0.0,0.0,0.0
curtis62@yahoo.com,0.0,0.0,0.0,0.0
curtis89@hotmail.com,0.0,0.0,0.0,0.0
curtis_smith,0.0,0.0,0.0,0.0
curve,0.0,0.0,0.0,0.0
customization,0.0,0.0,0.0,0.0
customize,0.0,0.0,0.0,0.0
customized,0.0,0.0,0.0,0.0
cwagner@gmail.com,0.0,0.0,0.0,0.0
cwatkins,0.0,0.0,0.0,0.0
cweber@yahoo.com,0.0,0.0,0.0,0.0
cwilliams,0.0,0.0,0.0,0.0
cyber,0.0,0.0,0.0,0.0
cybersecurity,0.0,0.0,0.0,0.0
cyberspace,0.0,0.0,0.0,0.0
cynthia18,0.0,0.0,0.0,0.0
cynthia87@yahoo.com,0.0,0.0,0.0,0.0
cynthiacampos,0.0,0.0,0.0,0.0
cynthiachavez,0.0,0.0,0.0,0.0
cynthiacoffey@hotmail.com,0.0,0.0,0.0,0.0
cynthiahayden,0.0,0.0,0.0,0.0
cynthiamcknight,0.0,0.0,0.0,0.0
cyoung,0.0,0.0,0.0,0.0
daily,0.0,0.0,0.0,0.0
dakota36,0.0,0.0,0.0,0.0
dakota71,0.0,0.0,0.0,0.0
dakotamerritt@hotmail.com,0.0,0.0,0.0,0.0
dalechandler@yahoo.com,0.0,0.0,0.0,0.0
dalton22@hotmail.com,0.0,0.0,0.0,0.0
dalvarez,0.0,0.0,0.0,0.0
dalvarez@yahoo.com,0.0,0.0,0.0,0.0
dan13@gmail.com,0.0,0.0,0.0,0.0
dan48@gmail.com,0.0,0.0,0.0,0.0
dan53,0.0,0.0,0.0,0.0
dana22@gmail.com,0.0,0.0,0.0,0.0
dana58@hotmail.com,0.0,0.0,0.0,0.0
danaharris@yahoo.com,0.0,0.0,0.0,0.0
danamitchell@gmail.com,0.0,0.0,0.0,0.0
danaortiz@gmail.com,0.0,0.0,0.0,0.0
dance,0.0,0.0,0.0,0.0
danderson,0.0,0.0,0.0,0.0
daniel12@yahoo.com,0.0,0.0,0.0,0.0
daniel18@gmail.com,0.0,0.0,0.0,0.0
daniel23,0.0,0.0,0.0,0.0
daniel45,0.0,0.0,0.0,0.0
daniel52,0.0,0.0,0.0,0.0
daniel57@gmail.com,0.0,0.0,0.0,0.0
daniel62,0.0,0.0,0.0,0.0
daniel72@gmail.com,0.0,0.0,0.0,0.0
daniel85@gmail.com,0.0,0.0,0.0,0.0
daniel85@hotmail.com,0.0,0.0,0.0,0.0
daniel90@yahoo.com,0.0,0.0,0.0,0.0
daniel92@yahoo.com,0.0,0.0,0.0,0.0
daniel99@yahoo.com,0.0,0.0,0.0,0.0
danielbeanmyers@email.com,0.0,0.0,0.0,0.0
danielfitzpatrick@gmail.com,0.0,0.0,0.0,0.0
danielgreen,0.0,0.0,0.0,0.0
danielgriffin@gmail.com,0.0,0.0,0.0,0.0
danielhammond@yahoo.com,0.0,0.0,0.0,0.0
danielhughes@hotmail.com,0.0,0.0,0.0,0.0
danielle56@hotmail.com,0.0,0.0,0.0,0.0
danielle82,0.0,0.0,0.0,0.0
daniellebrown,0.0,0.0,0.0,0.0
daniellegoodman,0.0,0.0,0.0,0.0
daniellewilliams@yahoo.com,0.0,0.0,0.0,0.0
danielleyates@yahoo.com,0.0,0.0,0.0,0.0
danielmathews,0.0,0.0,0.0,0.0
danielmiller,0.0,0.0,0.0,0.0
danielmolina,0.0,0.0,0.0,0.0
danielnguyen,0.0,0.0,0.0,0.0
danielreyes@gmail.com,0.0,0.0,0.0,0.0
danielrose,0.0,0.0,0.0,0.0
danielscraig,0.0,0.0,0.0,0.0
danielsshirley@hotmail.com,0.0,0.0,0.0,0.0
danielvazquez@yahoo.com,0.0,0.0,0.0,0.0
danielwebb@gmail.com,0.0,0.0,0.0,0.0
danjones@hotmail.com,0.0,0.0,0.0,0.0
dannydavis,0.0,0.0,0.0,0.0
dannyfox@yahoo.com,0.0,0.0,0.0,0.0
dannyhampton@hotmail.com,0.0,0.0,0.0,0.0
dannyramos@yahoo.com,0.0,0.0,0.0,0.0
dare,0.0,0.0,0.0,0.0
darius83@gmail.com,0.0,0.0,0.0,0.0
dark,0.0,0.0,0.0,0.0
darrenjones@hotmail.com,0.0,0.0,0.0,0.0
data,0.0,0.0,0.0,0.0
database,0.0,0.0,0.0,0.0
databases,0.0,0.0,0.0,0.0
date,0.0,0.0,0.0,0.0
davenportdanielle,0.0,0.0,0.0,0.0
david06,0.0,0.0,0.0,0.0
david11,0.0,0.0,0.0,0.0
david23,0.0,0.0,0.0,0.0
david23@hotmail.com,0.0,0.0,0.0,0.0
david24,0.0,0.0,0.0,0.0
david26@gmail.com,0.0,0.0,0.0,0.0
david27@yahoo.com,0.0,0.0,0.0,0.0
david30,0.0,0.0,0.0,0.0
david30@yahoo.com,0.0,0.0,0.0,0.0
david35@yahoo.com,0.0,0.0,0.0,0.0
david40,0.0,0.0,0.0,0.0
david49,0.0,0.0,0.0,0.0
david56,0.0,0.0,0.0,0.0
david56@hotmail.com,0.0,0.0,0.0,0.0
david61@yahoo.com,0.0,0.0,0.0,0.0
david76,0.0,0.0,0.0,0.0
david77@hotmail.com,0.0,0.0,0.0,0.0
david82@hotmail.com,0.0,0.0,0.0,0.0
david90,0.0,0.0,0.0,0.0
david93,0.0,0.0,0.0,0.0
david98@gmail.com,0.0,0.0,0.0,0.0
davidcamacho,0.0,0.0,0.0,0.0
davidcline,0.0,0.0,0.0,0.0
davidevans@yahoo.com,0.0,0.0,0.0,0.0
davidflores@gmail.com,0.0,0.0,0.0,0.0
davidfrye@hotmail.com,0.0,0.0,0.0,0.0
davidingram,0.0,0.0,0.0,0.0
davidking,0.0,0.0,0.0,0.0
davidlewis,0.0,0.0,0.0,0.0
davidlopez,0.0,0.0,0.0,0.0
davidmartinez@yahoo.com,0.0,0.0,0.0,0.0
davidmooney@yahoo.com,0.0,0.0,0.0,0.0
davidrichardson,0.0,0.0,0.0,0.0
davidsmith@hotmail.com,0.0,0.0,0.0,0.0
davidsonamy,0.0,0.0,0.0,0.0
davidsonsamantha,0.0,0.0,0.0,0.0
davidstevens,0.0,0.0,0.0,0.0
davidtaylor,0.0,0.0,0.0,0.0
davidvalencia@gmail.com,0.0,0.0,0.0,0.0
davidwalters@hotmail.com,0.0,0.0,0.0,0.0
davidwilliams,0.0,0.0,0.0,0.0
davilabrittany,0.0,0.0,0.0,0.0
davilakaren,0.0,0.0,0.0,0.0
davisanthony@hotmail.com,0.0,0.0,0.0,0.0
daviscaleb@gmail.com,0.0,0.0,0.0,0.0
davisdavid,0.0,0.0,0.0,0.0
davisderek@hotmail.com,0.0,0.0,0.0,0.0
davisjeffrey@gmail.com,0.0,0.0,0.0,0.0
davisluke,0.0,0.0,0.0,0.0
davismarissa,0.0,0.0,0.0,0.0
davismatthew@gmail.com,0.0,0.0,0.0,0.0
davismichael,0.0,0.0,0.0,0.0
davismichele,0.0,0.0,0.0,0.0
davismisty,0.0,0.0,0.0,0.0
davispamela@gmail.com,0.0,0.0,0.0,0.0
davisrichard@hotmail.com,0.0,0.0,0.0,0.0
davisrobert,0.0,0.0,0.0,0.0
davisrobert@yahoo.com,0.0,0.0,0.0,0.0
davisseth,0.0,0.0,0.0,0.0
dawn03,0.0,0.0,0.0,0.0
dawncastaneda@yahoo.com,0.0,0.0,0.0,0.0
dawngilbert@yahoo.com,0.0,0.0,0.0,0.0
dawnmontoya@yahoo.com,0.0,0.0,0.0,0.0
dawnmoore,0.0,0.0,0.0,0.0
dawnnguyen,0.0,0.0,0.0,0.0
dawnpayne@gmail.com,0.0,0.0,0.0,0.0
dawnriley,0.0,0.0,0.0,0.0
dawnwhitehead@hotmail.com,0.0,0.0,0.0,0.0
dawsonhaley@gmail.com,0.0,0.0,0.0,0.0
day,0.0,0.0,0.0,0.0
dayrobert,0.0,0.0,0.0,0.0
days,0.0,0.0,0.0,0.0
daysamuel,0.0,0.0,0.0,0.0
dbarajas@yahoo.com,0.0,0.0,0.0,0.0
dbeck@hotmail.com,0.0,0.0,0.0,0.0
dboyle,0.0,0.0,0.0,0.0
dcampbell,0.0,0.0,0.0,0.0
dchang,0.0,0.0,0.0,0.0
dclark@yahoo.com,0.0,0.0,0.0,0.0
dcoleman,0.0,0.0,0.0,0.0
dconway,0.0,0.0,0.0,0.0
dcooley,0.0,0.0,0.0,0.0
ddavis@gmail.com,0.0,0.0,0.0,0.0
dduran,0.0,0.0,0.0,0.0
deadlines,0.0,0.0,0.0,0.0
dealings,0.0,0.0,0.0,0.0
deals,0.0,0.0,0.0,0.0
dean02@yahoo.com,0.0,0.0,0.0,0.0
deannastephenson@hotmail.com,0.0,0.0,0.0,0.0
dear,0.0,0.0,0.0,0.0
debates,0.0,0.0,0.0,0.0
deborahward@hotmail.com,0.0,0.0,0.0,0.0
debra06,0.0,0.0,0.0,0.0
debra49,0.0,0.0,0.0,0.0
debrasingh,0.0,0.0,0.0,0.0
debravalencia@gmail.com,0.0,0.0,0.0,0.0
debrawoods,0.0,0.0,0.0,0.0
decide,0.0,0.0,0.0,0.0
decision,0.0,0.0,0.0,0.0
decisions,0.0,0.0,0.0,0.0
deckerjanet@hotmail.com,0.0,0.0,0.0,0.0
dedicated,0.0,0.0,0.0,0.0
dedication,0.0,0.0,0.0,0.0
deep,0.0,0.0,0.0,0.0
deepen,0.0,0.0,0.0,0.0
deepening,0.0,0.0,0.0,0.0
deeper,0.0,0.0,0.0,0.0
deeply,0.0,0.0,0.0,0.0
define,0.0,0.0,0.0,0.0
defined,0.0,0.0,0.0,0.0
defines,0.0,0.0,0.0,0.0
defining,0.0,0.0,0.0,0.0
degree,0.0,0.0,0.0,0.0
degrees,0.0,0.0,0.0,0.0
delay,0.0,0.0,0.0,0.0
deleonamanda@yahoo.com,0.0,0.0,0.0,0.0
deliberate,0.0,0.0,0.0,0.0
delighted,0.0,0.0,0.0,0.0
delights,0.0,0.0,0.0,0.0
deliver,0.0,0.0,0.0,0.0
delivered,0.0,0.0,0.0,0.0
deliveries,0.0,0.0,0.0,0.0
delivering,0.0,0.0,0.0,0.0
delivery,0.0,0.0,0.0,0.0
delve,0.0,0.0,0.0,0.0
delved,0.0,0.0,0.0,0.0
delves,0.0,0.0,0.0,0.0
delving,0.0,0.0,0.0,0.0
demands,0.0,0.0,0.0,0.0
demeanor,0.0,0.0,0.0,0.0
democratized,0.0,0.0,0.0,0.0
demonstrate,0.0,0.0,0.0,0.0
demonstrated,0.0,0.0,0.0,0.0
demonstrates,0.0,0.0,0.0,0.0
demonstrating,0.0,0.0,0.0,0.0
denise64@gmail.com,0.0,0.0,0.0,0.0
denise77,0.0,0.0,0.0,0.0
denisecampos,0.0,0.0,0.0,0.0
denisechavez,0.0,0.0,0.0,0.0
denisegoodwin@yahoo.com,0.0,0.0,0.0,0.0
dennis47@yahoo.com,0.0,0.0,0.0,0.0
dennisbaker@hotmail.com,0.0,0.0,0.0,0.0
dennisgregory,0.0,0.0,0.0,0.0
dennispaul@yahoo.com,0.0,0.0,0.0,0.0
dennisstephen@yahoo.com,0.0,0.0,0.0,0.0
dental,0.0,0.0,0.0,0.0
dentist,0.0,0.0,0.0,0.0
dentistry,0.0,0.0,0.0,0.0
department,0.0,0.0,0.0,0.0
depth,0.0,0.0,0.0,0.0
depths,0.0,0.0,0.0,0.0
derek53,0.0,0.0,0.0,0.0
derrick62@yahoo.com,0.0,0.0,0.0,0.0
derrickstrong@yahoo.com,0.0,0.0,0.0,0.0
deserve,0.0,0.0,0.0,0.0
deserved,0.0,0.0,0.0,0.0
deserves,0.0,0.0,0.0,0.0
deserving,0.0,0.0,0.0,0.0
design,0.0,0.0,0.0,0.0
designed,0.0,0.0,0.0,0.0
designing,0.0,0.0,0.0,0.0
desire,0.0,0.0,0.0,0.0
desired,0.0,0.0,0.0,0.0
despite,0.0,0.0,0.0,0.0
destination,0.0,0.0,0.0,0.0
destinations,0.0,0.0,0.0,0.0
destined,0.0,0.0,0.0,0.0
destinies,0.0,0.0,0.0,0.0
detached,0.0,0.0,0.0,0.0
detail,0.0,0.0,0.0,0.0
details,0.0,0.0,0.0,0.0
detective,0.0,0.0,0.0,0.0
determination,0.0,0.0,0.0,0.0
determined,0.0,0.0,0.0,0.0
develop,0.0,0.0,0.0,0.0
developed,0.0,0.0,0.0,0.0
developer,0.0,0.0,0.0,0.0
developers,0.0,0.0,0.0,0.0
developing,0.0,0.0,0.0,0.0
development,0.0,0.0,0.0,0.0
developments,0.0,0.0,0.0,0.0
develops,0.0,0.0,0.0,0.0
device,0.0,0.0,0.0,0.0
devices,0.0,0.0,0.0,0.0
devotes,0.0,0.0,0.0,0.0
dflores@yahoo.com,0.0,0.0,0.0,0.0
dgarcia,0.0,0.0,0.0,0.0
dgarrison,0.0,0.0,0.0,0.0
dgomez@yahoo.com,0.0,0.0,0.0,0.0
dgray@hotmail.com,0.0,0.0,0.0,0.0
dguzman@hotmail.com,0.0,0.0,0.0,0.0
dhall@gmail.com,0.0,0.0,0.0,0.0
dhowell@yahoo.com,0.0,0.0,0.0,0.0
dhull,0.0,0.0,0.0,0.0
dial,0.0,0.0,0.0,0.0
dialing,0.0,0.0,0.0,0.0
dialogue,0.0,0.0,0.0,0.0
diana11@hotmail.com,0.0,0.0,0.0,0.0
diana50,0.0,0.0,0.0,0.0
diana52@hotmail.com,0.0,0.0,0.0,0.0
diana61@gmail.com,0.0,0.0,0.0,0.0
diana64@hotmail.com,0.0,0.0,0.0,0.0
diana83@hotmail.com,0.0,0.0,0.0,0.0
dianaalvarado,0.0,0.0,0.0,0.0
dianacastillo,0.0,0.0,0.0,0.0
dianamata,0.0,0.0,0.0,0.0
diane11@yahoo.com,0.0,0.0,0.0,0.0
diane19@gmail.com,0.0,0.0,0.0,0.0
diane24@yahoo.com,0.0,0.0,0.0,0.0
diane60@hotmail.com,0.0,0.0,0.0,0.0
diane86,0.0,0.0,0.0,0.0
dianeherrera,0.0,0.0,0.0,0.0
dianeortiz@gmail.com,0.0,0.0,0.0,0.0
diary,0.0,0.0,0.0,0.0
diazalejandro@hotmail.com,0.0,0.0,0.0,0.0
diazandrew,0.0,0.0,0.0,0.0
diazanthony@yahoo.com,0.0,0.0,0.0,0.0
diazemily@yahoo.com,0.0,0.0,0.0,0.0
diazfrank@yahoo.com,0.0,0.0,0.0,0.0
diazjames@gmail.com,0.0,0.0,0.0,0.0
diazjudy@hotmail.com,0.0,0.0,0.0,0.0
diazshannon,0.0,0.0,0.0,0.0
dicksonrobin,0.0,0.0,0.0,0.0
did,0.0,0.0,0.0,0.0
diet,0.0,0.0,0.0,0.0
differ,0.0,0.0,0.0,0.0
difference,0.0,0.0,0.0,0.0
differences,0.0,0.0,0.0,0.0
different,0.0,0.0,0.0,0.0
differentiate,0.0,0.0,0.0,0.0
differentiated,0.0,0.0,0.0,0.0
differentiating,0.0,0.0,0.0,0.0
differs,0.0,0.0,0.0,0.0
difficult,0.0,0.0,0.0,0.0
digit,0.0,0.0,0.0,0.0
digital,0.0,0.0,0.0,0.0
digitally,0.0,0.0,0.0,0.0
digits,0.0,0.0,0.0,0.0
diligence,0.0,0.0,0.0,0.0
diligent,0.0,0.0,0.0,0.0
diligently,0.0,0.0,0.0,0.0
dillon63@hotmail.com,0.0,0.0,0.0,0.0
dillonsharon,0.0,0.0,0.0,0.0
dimension,0.0,0.0,0.0,0.0
dimensional,0.0,0.0,0.0,0.0
diminish,0.0,0.0,0.0,0.0
dingram@hotmail.com,0.0,0.0,0.0,0.0
direct,0.0,0.0,0.0,0.0
directed,0.0,0.0,0.0,0.0
directing,0.0,0.0,0.0,0.0
direction,0.0,0.0,0.0,0.0
directly,0.0,0.0,0.0,0.0
directs,0.0,0.0,0.0,0.0
disabilities,0.0,0.0,0.0,0.0
disadvantaged,0.0,0.0,0.0,0.0
discipline,0.0,0.0,0.0,0.0
disciplines,0.0,0.0,0.0,0.0
disclose,0.0,0.0,0.0,0.0
disclosed,0.0,0.0,0.0,0.0
disclosing,0.0,0.0,0.0,0.0
disconnect,0.0,0.0,0.0,0.0
disconnected,0.0,0.0,0.0,0.0
discourse,0.0,0.0,0.0,0.0
discover,0.0,0.0,0.0,0.0
discovered,0.0,0.0,0.0,0.0
discoveries,0.0,0.0,0.0,0.0
discovering,0.0,0.0,0.0,0.0
discovery,0.0,0.0,0.0,0.0
discrepancy,0.0,0.0,0.0,0.0
discrimination,0.0,0.0,0.0,0.0
discuss,0.0,0.0,0.0,0.0
discussed,0.0,0.0,0.0,0.0
discussing,0.0,0.0,0.0,0.0
discussion,0.0,0.0,0.0,0.0
discussions,0.0,0.0,0.0,0.0
display,0.0,0.0,0.0,0.0
displayed,0.0,0.0,0.0,0.0
displaying,0.0,0.0,0.0,0.0
disposal,0.0,0.0,0.0,0.0
dissecting,0.0,0.0,0.0,0.0
dissemination,0.0,0.0,0.0,0.0
distance,0.0,0.0,0.0,0.0
distances,0.0,0.0,0.0,0.0
distant,0.0,0.0,0.0,0.0
distinct,0.0,0.0,0.0,0.0
distinction,0.0,0.0,0.0,0.0
distinctive,0.0,0.0,0.0,0.0
distinctiveness,0.0,0.0,0.0,0.0
distinctly,0.0,0.0,0.0,0.0
distinguish,0.0,0.0,0.0,0.0
distinguishable,0.0,0.0,0.0,0.0
distinguished,0.0,0.0,0.0,0.0
distinguishes,0.0,0.0,0.0,0.0
distinguishing,0.0,0.0,0.0,0.0
distracting,0.0,0.0,0.0,0.0
distraction,0.0,0.0,0.0,0.0
distractions,0.0,0.0,0.0,0.0
dive,0.0,0.0,0.0,0.0
diverse,0.0,0.0,0.0,0.0
diversity,0.0,0.0,0.0,0.0
divide,0.0,0.0,0.0,0.0
diving,0.0,0.0,0.0,0.0
dixonkimberly,0.0,0.0,0.0,0.0
dixonmark@yahoo.com,0.0,0.0,0.0,0.0
dixonrodney@yahoo.com,0.0,0.0,0.0,0.0
djarvis@hotmail.com,0.0,0.0,0.0,0.0
djohnson@yahoo.com,0.0,0.0,0.0,0.0
dkline@gmail.com,0.0,0.0,0.0,0.0
dknight@yahoo.com,0.0,0.0,0.0,0.0
dlam@yahoo.com,0.0,0.0,0.0,0.0
dlee,0.0,0.0,0.0,0.0
dlevy@gmail.com,0.0,0.0,0.0,0.0
dlindsey,0.0,0.0,0.0,0.0
dmann@hotmail.com,0.0,0.0,0.0,0.0
dmason@gmail.com,0.0,0.0,0.0,0.0
dmendez@yahoo.com,0.0,0.0,0.0,0.0
dmiller,0.0,0.0,0.0,0.0
dnelson,0.0,0.0,0.0,0.0
do,0.0,0.0,0.0,0.0
document,0.0,0.0,0.0,0.0
documentation,0.0,0.0,0.0,0.0
documented,0.0,0.0,0.0,0.0
documenting,0.0,0.0,0.0,0.0
documents,0.0,0.0,0.0,0.0
does,0.0,0.0,0.0,0.0
doing,0.0,0.0,0.0,0.0
domain,0.0,0.0,0.0,0.0
domains,0.0,0.0,0.0,0.0
dominant,0.0,0.0,0.0,0.0
dominate,0.0,0.0,0.0,0.0
dominated,0.0,0.0,0.0,0.0
dominates,0.0,0.0,0.0,0.0
dominique74,0.0,0.0,0.0,0.0
dominique90@hotmail.com,0.0,0.0,0.0,0.0
donald01@yahoo.com,0.0,0.0,0.0,0.0
donald28@hotmail.com,0.0,0.0,0.0,0.0
donald61@hotmail.com,0.0,0.0,0.0,0.0
donald68@gmail.com,0.0,0.0,0.0,0.0
donald73@gmail.com,0.0,0.0,0.0,0.0
donald74,0.0,0.0,0.0,0.0
donald92@yahoo.com,0.0,0.0,0.0,0.0
donald93,0.0,0.0,0.0,0.0
donaldbryant@gmail.com,0.0,0.0,0.0,0.0
done,0.0,0.0,0.0,0.0
donna46@hotmail.com,0.0,0.0,0.0,0.0
donna59,0.0,0.0,0.0,0.0
donna86,0.0,0.0,0.0,0.0
donna92@gmail.com,0.0,0.0,0.0,0.0
donnaball,0.0,0.0,0.0,0.0
donnaberg,0.0,0.0,0.0,0.0
donnajohnson@gmail.com,0.0,0.0,0.0,0.0
